nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,coor_frappe_x,coor_frappe_y,coor_frappe_z,time_frappe,premier_rebond_x,premier_rebond_y,premier_rebond_z,time_premier_rebond,probleme_annotation
ALEXIS-LEBRUN,32276,32305,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,27.34540557861328,-57.736669921875,2,ALEXIS-LEBRUN,MA-LONG,-130.96681938171386,180.53287048339843,100,32291,-57.24355382919312,102.17845242818197,2,32294,
MA-LONG,32306,32318,garcon,revers,4,att/att,MA-LONG,,defensif,m2,,poussette,14.988838958740235,55.8010139465332,2,MA-LONG,ALEXIS-LEBRUN,22.354448318481445,-88.86215527852376,100,32309,,,,,
ALEXIS-LEBRUN,32319,32339,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,defensif,d2,,poussette,-53.63562746047974,-57.88489182790121,2,ALEXIS-LEBRUN,MA-LONG,-25.68267364501953,122.7634501139323,100,32324,,,,,
MA-LONG,32340,32355,garcon,coup_droit,4,att/att,MA-LONG,,defensif,g3,,poussette,-44.079581069946286,93.2000565846761,2,MA-LONG,ALEXIS-LEBRUN,-95.09915885925292,-93.79976431528728,100,32345,,,,,
ALEXIS-LEBRUN,32356,32366,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,d2,,topspin,-61.95068235397339,-88.5789553642273,2,ALEXIS-LEBRUN,MA-LONG,-70.04747505187989,178.3398796081543,100,32360,,,,,
MA-LONG,32367,32381,garcon,coup_droit,4,att/att,MA-LONG,,intermediaire,g3,,bloc,-36.00650539398193,116.52865333557129,2,MA-LONG,ALEXIS-LEBRUN,-113.8643949508667,-260.5091325124105,100,32370,,,,,
ALEXIS-LEBRUN,32382,32388,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,26.965657806396486,-85.7498828570048,2,ALEXIS-LEBRUN,MA-LONG,-78.17310633659363,198.64062779744467,100,32383,,,,,
MA-LONG,32389,32397,garcon,revers,4,att/att,MA-LONG,,intermediaire,m2,,bloc,13.012750244140625,84.68326784769694,2,MA-LONG,ALEXIS-LEBRUN,6.375832748413086,-245.6259354909261,100,32390,,,,,
ALEXIS-LEBRUN,32398,32407,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,36.1479305267334,-74.05218512217203,2,ALEXIS-LEBRUN,MA-LONG,-63.5680477142334,274.01111424763997,100,32401,,,,,
MA-LONG,32408,32418,garcon,revers,4,att/att,MA-LONG,,intermediaire,g2,,bloc,-44.39902973175049,64.43120981852213,2,MA-LONG,ALEXIS-LEBRUN,10.817237854003906,-262.8463124593099,100,32410,,,,,
ALEXIS-LEBRUN,32419,32425,garcon,revers,4,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,1.2507164001464843,-91.74247875213624,2,ALEXIS-LEBRUN,MA-LONG,-143.29848937988282,182.55869471232097,100,32421,,,,,
MA-LONG,32426,32435,garcon,revers,4,att/att,MA-LONG,,intermediaire,g2,,topspin,-26.22405376434326,76.51689147949219,2,MA-LONG,ALEXIS-LEBRUN,1.473590087890625,-260.7856908798218,100,32428,,,,,
ALEXIS-LEBRUN,32436,32443,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,d2,,bloc,-40.88044128417969,-85.7564242362976,2,ALEXIS-LEBRUN,MA-LONG,-115.88597888946533,179.68073170979818,100,32438,,,,,
MA-LONG,32444,32457,garcon,coup_droit,4,att/att,MA-LONG,,intermediaire,g3,,topspin,-51.741068840026855,116.89462216695149,2,MA-LONG,ALEXIS-LEBRUN,-94.1154161453247,-287.19113121032717,100,32449,,,,,
ALEXIS-LEBRUN,32458,32468,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,8.335787582397462,-94.09138266245525,2,ALEXIS-LEBRUN,MA-LONG,-130.64369602203368,220.03245366414387,100,32459,,,,,
MA-LONG,32469,32484,garcon,coup_droit,4,att/att,MA-LONG,,intermediaire,g2,,topspin,-52.02253112792969,90.92869110107422,2,MA-LONG,ALEXIS-LEBRUN,-17.989798736572265,-278.1353450139364,100,32477,,,,,
ALEXIS-LEBRUN,32485,32502,garcon,revers,4,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-194.64478912353516,293.64378814697267,100,32488,,,,,
MA-LONG,33128,33151,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,d2,,,29.005636978149415,64.73645095825195,2,MA-LONG,ALEXIS-LEBRUN,18.98598976135254,-169.07589071591696,100,33138,57.638861083984374,-101.35331099828085,2,33141,
ALEXIS-LEBRUN,33152,33165,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-25.19718952178955,-50.9583376566569,2,ALEXIS-LEBRUN,MA-LONG,-23.363450050354004,104.56388702392579,100,33154,,,,,
MA-LONG,33166,33177,garcon,coup_droit,4,att/att,MA-LONG,,defensif,d2,,poussette,44.57444763183594,50.97898089090983,2,MA-LONG,ALEXIS-LEBRUN,-72.60701854228974,-72.39075752894084,100,33168,,,,,
ALEXIS-LEBRUN,33178,33198,garcon,revers,4,att/att,ALEXIS-LEBRUN,,defensif,m3,,poussette,-11.11844711303711,-115.76026991208394,2,ALEXIS-LEBRUN,MA-LONG,52.18650817871094,121.18918139139811,100,33185,,,,,
MA-LONG,33199,33215,garcon,coup_droit,4,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,MA-LONG,ALEXIS-LEBRUN,-119.05999011993408,-185.88253415425618,100,33205,,,,,
MA-LONG,33697,33720,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,m2,,,10.520609283447266,74.82911109924316,2,MA-LONG,ALEXIS-LEBRUN,21.24638557434082,-171.538552347819,100,33707,57.97561416625977,-78.27718884150187,2,33710,
ALEXIS-LEBRUN,33721,33733,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,g2,,flip,55.7676643371582,-82.49085184733073,2,ALEXIS-LEBRUN,MA-LONG,-62.08096833229065,155.26090049743652,100,33726,,,,,
MA-LONG,33734,33747,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,MA-LONG,ALEXIS-LEBRUN,43.857598876953126,-155.91887310345967,100,33736,,,,,
ALEXIS-LEBRUN,34119,34131,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_gauche,,g2,,,29.77116279602051,-46.45210253397624,2,ALEXIS-LEBRUN,MA-LONG,-24.85867519378662,193.15227991739908,100,34119,6.025178146362305,95.49986966451009,2,34121,
MA-LONG,34132,34148,garcon,revers,4,att/att,MA-LONG,,defensif,g2,,poussette,-41.56916446685791,83.8726245880127,2,MA-LONG,ALEXIS-LEBRUN,38.01476402282715,-100.22657801310221,100,34136,,,,,
ALEXIS-LEBRUN,34149,34164,garcon,revers,4,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-122.10241527557373,152.96455408732098,100,34153,,,,,
ALEXIS-LEBRUN,34453,34469,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,4.019307708740234,-61.51409435272217,2,ALEXIS-LEBRUN,MA-LONG,-106.75046615600586,208.85124181111652,100,34455,-33.739213180541995,89.17291870117188,2,34459,
MA-LONG,34470,34482,garcon,revers,4,att/att,MA-LONG,,defensif,m2,,poussette,5.507893753051758,55.008348592122395,2,MA-LONG,ALEXIS-LEBRUN,-15.814816093444824,-98.75422763824463,100,34473,,,,,
ALEXIS-LEBRUN,34483,34499,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,defensif,g2,,poussette,40.48866195678711,-82.09775066375732,2,ALEXIS-LEBRUN,MA-LONG,-18.127502059936525,121.80116182963053,100,34489,,,,,
MA-LONG,34500,34515,garcon,revers,4,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,MA-LONG,ALEXIS-LEBRUN,30.889213180541994,-129.9692459464073,100,34502,,,,,
MA-LONG,35418,35443,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,m2,,,3.318020248413086,71.09993260701498,2,MA-LONG,ALEXIS-LEBRUN,45.816060638427736,-172.00415744781495,100,35430,49.110546875,-93.86416336695353,2,35432,
ALEXIS-LEBRUN,35444,35461,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,flip,,,,ALEXIS-LEBRUN,MA-LONG,-33.15378742218017,140.2991024017334,100,35448,,,,,
MA-LONG,35790,35813,garcon,coup_droit,4,att/att,MA-LONG,lat_droit,,m2,,,17.44114532470703,64.2120257059733,2,MA-LONG,ALEXIS-LEBRUN,39.388441467285155,-160.63942114512125,100,35800,40.60481719970703,-73.80604286193848,2,35804,
ALEXIS-LEBRUN,35814,35825,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,defensif,d1,,poussette,-50.83127851486206,-42.706862386067705,2,ALEXIS-LEBRUN,MA-LONG,-1.281179428100586,88.9735939025879,100,35815,,,,,
MA-LONG,35826,35849,garcon,coup_droit,4,att/att,MA-LONG,,intermediaire,g2,,topspin,-31.313963317871092,76.95031229654948,2,MA-LONG,ALEXIS-LEBRUN,-92.51867475509644,-120.0882448275884,100,35837,,,,,
ALEXIS-LEBRUN,35850,35869,garcon,revers,4,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,MA-LONG,-43.692056274414064,128.09956067403158,100,35852,,,,,
ALEXIS-LEBRUN,36130,36142,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,40.75978507995605,-62.74324652353923,2,ALEXIS-LEBRUN,MA-LONG,-7.580923461914063,172.08461380004883,100,36130,17.81792869567871,92.8211617787679,2,36133,
MA-LONG,36143,36155,garcon,revers,4,att/att,MA-LONG,,intermediaire,m3,,topspin,-18.304855155944825,106.97062683105469,2,MA-LONG,ALEXIS-LEBRUN,37.53361053466797,-134.7582160751025,100,36147,,,,,
ALEXIS-LEBRUN,36156,36179,garcon,revers,4,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,MA-LONG,-75.57612343579531,179.2859842936198,100,36157,,,,,
