frame,numero_pers,max_x,max_y,min_x,min_y,est_joueur
18,10,664.587,261.119,617.646,143.487,0
18,12,174.844,147.494,147.311,69.0651,0
18,13,952.612,149.344,905.612,69.0475,0
18,4,842.947,151.347,811.569,69.0888,0
18,6,263.006,149.403,172.891,71.1427,0
18,5,995.667,129.737,962.488,68.9565,0
18,14,509.916,153.305,486.334,78.8771,0
18,17,1027.07,117.981,929.091,69.0015,0
18,15,22.034,243.491,5.33423,159.189,0
18,3,1011.44,102.397,1009.43,80.7848,0
18,18,1211.19,117.977,1164.18,55.2676,0
18,16,1168.16,116.094,1134.84,53.3966,0
19,11,905.59,617.677,807.655,339.441,1
19,0,425.577,163.081,390.348,71.0757,0
19,2,948.705,149.417,854.758,65.109,0
19,8,480.521,163.129,447.11,74.9875,0
19,10,664.589,261.117,617.641,143.493,0
19,1,274.828,149.354,243.571,76.8767,0
19,3,1064.29,147.351,1038.84,68.9874,0
19,9,460.901,449.184,360.971,335.579,1
19,7,315.86,145.504,270.809,72.9911,0
19,12,174.838,149.357,147.322,69.0698,0
19,13,952.643,149.362,917.406,68.9917,0
19,6,263.045,149.422,174.819,71.1433,0
19,4,842.934,151.347,811.597,69.0845,0
19,5,995.656,129.742,962.475,68.9566,0
19,14,511.827,159.208,488.282,80.8058,0
19,17,1027.05,117.996,903.704,80.8157,0
19,3,1009.47,102.43,1009.42,80.7801,0
19,15,22.0219,243.496,5.33507,159.196,0
19,16,1168.15,116.08,1134.8,53.4021,0
19,18,1209.24,117.981,1160.27,55.2995,0
20,11,903.723,617.608,807.634,323.834,1
20,0,425.599,163.107,390.346,71.0794,0
20,2,899.784,149.429,854.757,65.1043,0
20,1,274.835,149.347,243.553,76.8749,0
20,10,664.59,261.123,617.595,143.506,0
20,9,460.88,449.199,360.949,335.465,1
20,3,1064.28,147.358,1038.82,68.9678,0
20,6,214.073,149.423,176.81,71.117,0
20,7,315.879,145.5,270.813,72.9952,0
20,8,478.604,163.069,447.116,78.8947,0
20,12,172.904,149.35,145.488,69.0695,0
20,4,842.943,151.373,811.582,69.0924,0
20,13,952.651,149.366,917.395,69.0258,0
20,5,995.662,129.746,962.475,68.9548,0
20,14,509.874,153.322,490.266,80.8486,0
20,17,1027.05,117.986,903.687,80.8335,0
20,3,1009.47,102.434,1009.42,80.7787,0
20,15,22.0242,245.376,5.3343,159.164,0
20,13,944.805,76.923,929.107,68.9827,0
20,18,1211.17,116.143,1164.2,55.2712,0
20,16,1168.17,116.052,1134.84,53.4056,0
21,11,903.677,617.652,807.689,321.863,1
21,0,425.593,163.114,390.339,71.0783,0
21,2,901.623,149.435,854.754,63.2279,0
21,6,227.632,151.331,178.739,71.1235,0
21,9,460.909,449.202,359.047,335.502,1
21,10,664.59,261.134,617.601,143.503,0
21,1,274.83,149.325,243.559,76.8885,0
21,3,1064.27,147.328,1038.83,68.972,0
21,12,172.884,149.421,145.485,69.0723,0
21,7,315.866,145.493,268.903,72.9898,0
21,4,842.948,151.37,811.582,69.1136,0
21,8,478.593,163.093,447.116,76.9032,0
21,13,952.636,149.362,917.398,68.9937,0
21,5,995.661,129.757,962.474,68.9474,0
21,14,511.821,153.334,490.232,80.8369,0
21,17,1027.08,117.958,901.817,80.8144,0
21,15,22.0318,243.487,5.33382,157.227,0
21,3,1011.39,102.344,1009.44,80.7566,0
21,13,946.642,75.0094,930.989,67.1358,0
21,18,1209.28,116.131,1164.19,53.4461,0
